epoch,train_loss,val_ade,val_fde,val_mr
1,246.23636497802735,13.83289909362793,28.56620979309082,0.9805000424385071
2,162.3968325073242,9.424652099609375,22.247896194458008,0.9720000624656677
3,76.30317941589355,7.104445457458496,17.557828903198242,0.9580000638961792
4,50.67921777648926,5.788048267364502,14.963784217834473,0.9520000219345093
5,38.962983059692384,5.2156758308410645,13.419093132019043,0.9515000581741333
6,33.101546186828614,5.200805187225342,12.862820625305176,0.955500066280365
7,30.66807146759033,4.9749274253845215,12.320873260498047,0.9315000176429749
8,28.279676536560057,5.008971691131592,12.105074882507324,0.940500020980835
9,25.874296711730956,4.974165439605713,11.916715621948242,0.9605000615119934
10,24.438031999206544,4.982717037200928,11.754603385925293,0.9580000638961792
11,23.80988437652588,4.466991901397705,10.805402755737305,0.9305000305175781
12,22.708148280334473,4.492797374725342,10.811443328857422,0.9410000443458557
13,22.071296409606934,4.234229564666748,10.251585960388184,0.9345000386238098
14,21.293528741455077,4.342989444732666,10.443140983581543,0.9325000643730164
15,20.787472688293455,4.0457682609558105,10.00680160522461,0.9205000400543213
16,20.260342938232423,4.5835676193237305,10.659158706665039,0.9530000686645508
17,20.026332555389406,4.0563788414001465,9.814719200134277,0.9160000681877136
18,19.128785000610353,4.185567378997803,10.010040283203125,0.9385000467300415
19,18.696494006347656,4.036918640136719,9.781355857849121,0.9345000386238098
20,18.368032881164552,4.027310371398926,9.838141441345215,0.924500048160553
21,18.243525636291505,4.1308746337890625,10.020721435546875,0.9325000643730164
22,17.620431121063234,3.897012710571289,9.422740936279297,0.9140000343322754
23,17.478761697387696,4.075939178466797,9.83425235748291,0.9190000295639038
24,16.82961817855835,4.182534217834473,10.011216163635254,0.937000036239624
25,16.552663427734377,3.9097678661346436,9.4139986038208,0.89000004529953
26,16.30100238189697,3.850984811782837,9.302278518676758,0.9050000309944153
27,15.979839906311035,4.028661727905273,9.727075576782227,0.905500054359436
28,16.647150465393068,3.8870956897735596,9.36889362335205,0.9135000705718994
29,16.13591569442749,3.8580048084259033,9.319592475891113,0.8980000615119934
30,15.514006451416016,4.153511047363281,9.91528606414795,0.9250000715255737
31,14.744098551940917,3.9433679580688477,9.358981132507324,0.9105000495910645
32,14.653673301696777,3.975432872772217,9.50314712524414,0.9185000658035278
33,14.070044025421142,3.949611186981201,9.533397674560547,0.9100000262260437
34,13.680595520019532,3.794632911682129,9.14063549041748,0.9070000648498535
35,13.327694493865966,3.8171441555023193,9.217388153076172,0.9085000157356262
36,13.140966136932374,3.824971914291382,9.135428428649902,0.9120000600814819
37,12.547893415832519,3.8426642417907715,9.338861465454102,0.9135000705718994
38,12.501079655456543,3.756136417388916,9.167914390563965,0.8985000252723694
39,11.778818850708008,3.8151068687438965,9.136080741882324,0.9115000367164612
40,11.667153406524658,3.860267400741577,9.41885757446289,0.9105000495910645
41,11.263867380523681,3.725714921951294,9.06529712677002,0.8960000276565552
42,10.957528034591675,3.7902302742004395,9.092361450195312,0.8990000486373901
43,10.533471097564698,3.7111897468566895,8.94721794128418,0.8965000510215759
44,10.083532916259765,3.7627739906311035,9.094222068786621,0.9010000228881836
45,9.8631927444458,3.68796443939209,8.92436408996582,0.8905000686645508
46,9.490041304779053,3.7723748683929443,9.221205711364746,0.9085000157356262
47,9.131407931518554,3.8937971591949463,9.34735107421875,0.9095000624656677
48,8.84650665588379,3.8322315216064453,9.355121612548828,0.9025000333786011
49,8.610484136581421,3.768627643585205,9.167027473449707,0.8920000195503235
50,8.318736738586425,3.8441481590270996,9.262129783630371,0.9185000658035278
