epoch,train_loss,val_ade,val_fde,val_mr
1,377.8550826660156,19.70802116394043,38.30460739135742,0.9705000519752502
2,377.8430675048828,19.71165657043457,38.3065185546875,0.9705000519752502
3,377.84113173828126,19.707666397094727,38.30440139770508,0.971000075340271
4,377.8371506591797,19.71394157409668,38.30756378173828,0.9705000519752502
5,377.83794765625,19.7099666595459,38.305625915527344,0.9705000519752502
6,377.8354935791016,19.71381950378418,38.30745315551758,0.9705000519752502
7,377.831324609375,19.71298599243164,38.30715560913086,0.9705000519752502
8,377.83662102050783,19.712936401367188,38.30712127685547,0.9705000519752502
9,377.8314363037109,19.71186065673828,38.306610107421875,0.9705000519752502
10,377.8302708251953,19.7157039642334,38.30847930908203,0.9705000519752502
11,377.83295419921876,19.712886810302734,38.307098388671875,0.9705000519752502
12,377.83247614746097,19.712238311767578,38.306766510009766,0.9705000519752502
13,377.83316828613283,19.71401596069336,38.307682037353516,0.9705000519752502
14,377.8361419921875,19.71634864807129,38.30879592895508,0.971000075340271
15,377.8321903808594,19.715864181518555,38.30848693847656,0.971000075340271
16,377.8313100585938,19.717708587646484,38.309383392333984,0.971000075340271
17,377.82972734375,19.712177276611328,38.306732177734375,0.9705000519752502
18,377.83279279785154,19.716367721557617,38.30878448486328,0.971000075340271
19,377.8312965576172,19.71647834777832,38.30885314941406,0.971000075340271
20,377.83204211425783,19.716476440429688,38.30879211425781,0.971000075340271
