epoch,train_loss,val_ade,val_fde,val_mr
1,249.92654982910156,13.404871940612793,27.990703582763672,0.971000075340271
2,170.50114982910156,11.265035629272461,25.681495666503906,0.9905000329017639
3,109.92072745361328,8.226222038269043,19.668872833251953,0.9615000486373901
4,66.53314123840332,6.25577974319458,15.849352836608887,0.9540000557899475
5,44.95501970825195,5.769979953765869,14.292778015136719,0.9615000486373901
6,37.749437841796876,5.2528557777404785,13.126872062683105,0.9475000500679016
7,33.15101223297119,5.656893730163574,13.54560661315918,0.9475000500679016
8,32.56554985198974,5.0820488929748535,12.232026100158691,0.9485000371932983
9,29.02800647277832,5.024693965911865,11.964646339416504,0.937000036239624
10,27.837871836853026,4.741201400756836,11.444500923156738,0.9430000185966492
11,26.673514720153808,4.455292224884033,11.025140762329102,0.9205000400543213
12,25.622544012451172,4.623246192932129,11.146465301513672,0.9225000143051147
13,24.980591764831544,4.602980613708496,11.139901161193848,0.9425000548362732
14,24.547173153686522,4.494734287261963,11.023550033569336,0.9495000243186951
15,24.056829904174805,4.868088245391846,11.181447982788086,0.9450000524520874
16,23.568850268554687,4.484220027923584,10.934112548828125,0.9420000314712524
17,23.261464152526855,4.664038181304932,10.993767738342285,0.9340000152587891
18,22.4329348526001,4.605711936950684,10.8373384475708,0.9360000491142273
19,22.131364707946776,4.4671173095703125,10.55832290649414,0.9395000338554382
20,21.998592222595214,4.210758209228516,10.153923988342285,0.9315000176429749
21,21.84821339416504,4.376758575439453,10.212921142578125,0.9360000491142273
22,21.58446502151489,4.208675861358643,10.104004859924316,0.9320000410079956
23,21.247989306640626,4.304079532623291,10.172409057617188,0.9330000281333923
24,22.114342010498046,4.3001275062561035,10.216824531555176,0.9330000281333923
25,21.04333911743164,4.181756496429443,10.162836074829102,0.9305000305175781
26,21.427273580932617,4.166621208190918,9.931198120117188,0.921000063419342
27,21.037185104370117,4.300723075866699,10.433260917663574,0.9430000185966492
28,20.60904292526245,4.306912422180176,10.226856231689453,0.9255000352859497
29,20.310295008850098,4.286965370178223,10.067400932312012,0.9390000700950623
30,20.158199948120117,4.1231465339660645,9.830709457397461,0.9285000562667847
31,19.73423218688965,4.087075233459473,9.771069526672363,0.936500072479248
32,19.425206088256836,4.194856643676758,9.840766906738281,0.9380000233650208
33,19.452422917175294,3.9970598220825195,9.686819076538086,0.9225000143051147
34,19.016382707214355,4.130102157592773,9.852907180786133,0.9150000214576721
35,19.13491362991333,4.10329008102417,10.07032299041748,0.9345000386238098
36,18.720278298950195,4.066737651824951,9.855412483215332,0.9300000667572021
37,18.90412949371338,4.139737606048584,9.894878387451172,0.9230000376701355
38,18.792615962219237,3.9466264247894287,9.533588409423828,0.9145000576972961
39,18.796369577789307,4.115744113922119,9.77742862701416,0.9320000410079956
40,18.934400517272948,3.998870849609375,9.66394329071045,0.9275000691413879
41,18.547912339019774,4.022512435913086,9.637100219726562,0.921500027179718
42,18.19160304336548,4.16618537902832,9.856182098388672,0.9290000200271606
43,18.07796417236328,4.19568395614624,9.987431526184082,0.9380000233650208
44,18.167631916046144,4.089474678039551,9.760523796081543,0.9310000538825989
45,17.760782092285154,4.268493175506592,10.057212829589844,0.937000036239624
46,17.794949408721923,3.9851291179656982,9.508893013000488,0.9140000343322754
47,17.608897132873537,4.036386966705322,9.63061809539795,0.9240000247955322
48,17.31324717178345,4.100840091705322,9.86917781829834,0.9260000586509705
49,17.312154611206054,4.076295375823975,9.62526798248291,0.9130000472068787
50,17.1088748008728,4.056052207946777,9.7203369140625,0.9315000176429749
